                     1021825488380198912	                     1021831579247751168	                              2166633926	 2018-07-24 18:56:47	     1	     0
                     1021317451747938304	                     1021352221307555845	                                44204172	 2018-07-23 11:12:00	     5	     0
                     1021317451747938304	                     1021334504399691776	                               440935331	 2018-07-23 10:01:35	     5	     0
                     1021317451747938304	                     1021328435082416128	                               587481914	 2018-07-23 09:37:28	     5	     0
                     1021317451747938304	                     1021326911652466688	                               238334099	 2018-07-23 09:31:25	     5	     0
                     1021317451747938304	                     1021322668342116352	                               388499227	 2018-07-23 09:14:34	     5	     0
                     1017507094285750273	                     1017783350159970304	                              1108833018	 2018-07-13 14:50:34	    11	     0
                     1017507094285750273	                     1017720208784576513	                               154970348	 2018-07-13 10:39:40	    11	     0
                     1017507094285750273	                     1017663586448166913	                                20722055	 2018-07-13 06:54:40	    11	     0
                     1017507094285750273	                     1017659288305721345	                               238334099	 2018-07-13 06:37:36	    11	     0
                     1017507094285750273	                     1017638212192428032	                                25295743	 2018-07-13 05:13:51	    11	     0
                     1017507094285750273	                     1017537331379757056	                      779746983724679172	 2018-07-12 22:32:59	    11	     0
                     1017507094285750273	                     1017531331335675904	                                44204172	 2018-07-12 22:09:08	    11	     0
                     1017507094285750273	                     1017508636736802817	                                15454228	 2018-07-12 20:38:58	    11	     0
                     1017507094285750273	                     1017507916667027457	                               188283879	 2018-07-12 20:36:06	    11	     0
                     1017507094285750273	                     1017507445919412225	                                20849492	 2018-07-12 20:34:14	    11	     0
                     1017507094285750273	                     1017507388130250752	                               138043114	 2018-07-12 20:34:00	    11	     0
                     1017474826284478464	                     1017486371907399681	                                15454228	 2018-07-12 19:10:29	     1	     0
                     1017432094350499841	                     1017673163042410496	                              3901033155	 2018-07-13 07:32:44	     3	     0
                     1017432094350499841	                     1017522146065747969	                      865157154772320256	 2018-07-12 21:32:38	     3	     0
                     1017432094350499841	                     1017460884254482434	                               238334099	 2018-07-12 17:29:12	     3	     0
                     1017005044024176640	                     1017123279612645376	                      862924906912247808	 2018-07-11 19:07:41	     8	     0
                     1017005044024176640	                     1017113539264249858	                               268014778	 2018-07-11 18:28:59	     8	     0
                     1017005044024176640	                     1017088662163591168	                                15454228	 2018-07-11 16:50:08	     8	     0
                     1017005044024176640	                     1017027369415200769	                               238334099	 2018-07-11 12:46:34	     8	     0
                     1017005044024176640	                     1017014806556086278	                                45207038	 2018-07-11 11:56:39	     8	     0
                     1017005044024176640	                     1017007469732691969	                                44204172	 2018-07-11 11:27:30	     8	     0
                     1017005044024176640	                     1017005908298170368	                               376175323	 2018-07-11 11:21:18	     8	     0
                     1017005044024176640	                     1017005503757668353	                               138043114	 2018-07-11 11:19:41	     8	     0
                     1016993329819643906	                     1017118626523041792	                               215762658	 2018-07-11 18:49:12	     1	     0
                     1016714127266500608	                     1016786253050728451	                              2519624823	 2018-07-10 20:48:28	     2	     0
                     1016714127266500608	                     1016719026079305728	                              1591948196	 2018-07-10 16:21:20	     2	     0
                     1016710670455394306	                     1016802386386542593	                               138043114	 2018-07-10 21:52:34	     4	     0
                     1016710670455394306	                     1016766092809732096	                                31449966	 2018-07-10 19:28:21	     4	     0
                     1016710670455394306	                     1016759069489750016	                               238334099	 2018-07-10 19:00:27	     4	     0
                     1016710670455394306	                     1016717697374146567	                               388499227	 2018-07-10 16:16:03	     4	     0
                     1016363218577522688	                     1016389316489170944	                               238334099	 2018-07-09 18:31:11	     4	     0
                     1016363218577522688	                     1016373624129847297	                                63837680	 2018-07-09 17:28:49	     4	     0
                     1016363218577522688	                     1016363499730194432	                              2784338242	 2018-07-09 16:48:36	     4	     0
                     1016352535311986690	                     1016757564892172289	                               792099684	 2018-07-10 18:54:28	    13	     0
                     1016352535311986690	                     1016375988480106496	                                20063914	 2018-07-09 17:38:13	    13	     0
                     1016352535311986690	                     1016375902786252805	                                15454228	 2018-07-09 17:37:53	    13	     0
                     1016352535311986690	                     1016366044372447232	                               279657759	 2018-07-09 16:58:42	    13	     0
                     1016352535311986690	                     1016362311135760384	                               806763920	 2018-07-09 16:43:52	    13	     0
                     1016352535311986690	                     1016357615448838144	                               182433976	 2018-07-09 16:25:13	    13	     0
                     1016352535311986690	                     1016356983161712641	                               336342110	 2018-07-09 16:22:42	    13	     0
                     1016352535311986690	                     1016354838886658056	                                44204172	 2018-07-09 16:14:11	    13	     0
                     1016352535311986690	                     1016353640280358912	                               347500210	 2018-07-09 16:09:25	    13	     0
                     1016352535311986690	                     1016353145927192576	                                43101001	 2018-07-09 16:07:27	    13	     0
                     1016352535311986690	                     1016352699384827904	                               388499227	 2018-07-09 16:05:41	    13	     0
                     1016352535311986690	                     1016352665545175041	                                40687425	 2018-07-09 16:05:33	    13	     0
                     1016352535311986690	                     1016352612600381442	                               238334099	 2018-07-09 16:05:20	    13	     0
                     1015926649337057280	                     1016358917591519232	                      876031674102013952	 2018-07-09 16:30:23	    34	     0
                     1015926649337057280	                     1016292979731025920	                              2752027915	 2018-07-09 12:08:22	    34	     0
                     1015926649337057280	                     1016254637811425280	                              1133224615	 2018-07-09 09:36:01	    34	     0
                     1015926649337057280	                     1016243146001387521	                               792099684	 2018-07-09 08:50:21	    34	     0
                     1015926649337057280	                     1016223104530616320	                               103245195	 2018-07-09 07:30:43	    34	     0
                     1015926649337057280	                     1016215083213578240	                               157410403	 2018-07-09 06:58:50	    34	     0
                     1015926649337057280	                     1016081924304056320	                               297014032	 2018-07-08 22:09:43	    34	     0
                     1015926649337057280	                     1016077049713348608	                              2855380221	 2018-07-08 21:50:21	    34	     0
                     1015926649337057280	                     1016074122718334982	                              4697454966	 2018-07-08 21:38:43	    34	     0
                     1015926649337057280	                     1016073297723871234	                               271692086	 2018-07-08 21:35:26	    34	     0
                     1015926649337057280	                     1016073214282403848	                                19609404	 2018-07-08 21:35:06	    34	     0
                     1015926649337057280	                     1016072811381739521	                                18670701	 2018-07-08 21:33:30	    34	     0
                     1015926649337057280	                     1016070789446225922	                                45207038	 2018-07-08 21:25:28	    34	     0
                     1015926649337057280	                     1016058526140116994	                               470558573	 2018-07-08 20:36:44	    34	     0
                     1015926649337057280	                     1016020367477964802	                                20582738	 2018-07-08 18:05:07	    34	     0
                     1015926649337057280	                     1016009804576448514	                                98651589	 2018-07-08 17:23:08	    34	     0
                     1015926649337057280	                     1016007521973260289	                      717671536585535488	 2018-07-08 17:14:04	    34	     0
                     1015926649337057280	                     1015998366923284480	                               376175323	 2018-07-08 16:37:41	    34	     0
                     1015926649337057280	                     1015991723770699776	                               282267475	 2018-07-08 16:11:17	    34	     0
                     1015926649337057280	                     1015971454305923072	                               409215866	 2018-07-08 14:50:45	    34	     0
                     1015926649337057280	                     1015969706417811456	                               182433976	 2018-07-08 14:43:48	    34	     0
                     1015926649337057280	                     1015965518011002881	                               270908788	 2018-07-08 14:27:09	    34	     0
                     1015926649337057280	                     1015958093136584704	                                20063914	 2018-07-08 13:57:39	    34	     0
                     1015926649337057280	                     1015953054473048064	                                15019135	 2018-07-08 13:37:38	    34	     0
                     1015926649337057280	                     1015946700937052160	                               138043114	 2018-07-08 13:12:23	    34	     0
                     1015926649337057280	                     1015946651977027584	                               156923900	 2018-07-08 13:12:11	    34	     0
                     1015926649337057280	                     1015945600381145088	                                 7716102	 2018-07-08 13:08:01	    34	     0
                     1015926649337057280	                     1015944904076349440	                               215762658	 2018-07-08 13:05:15	    34	     0
                     1015926649337057280	                     1015941584293191680	                               238334099	 2018-07-08 12:52:03	    34	     0
                     1015926649337057280	                     1015930677034921986	                               250148888	 2018-07-08 12:08:43	    34	     0
                     1015926649337057280	                     1015930423967436800	                                14405665	 2018-07-08 12:07:42	    34	     0
                     1015926649337057280	                     1015928928396103680	                               495826909	 2018-07-08 12:01:46	    34	     0
                     1014182213863305216	                     1014402452483985408	                               238334099	 2018-07-04 06:56:06	     1	     0
                     1012755523396087808	                     1012832016503656449	                              1931699876	 2018-06-29 22:55:44	     2	     0
                     1012755523396087808	                     1012818266643992580	                              2241460852	 2018-06-29 22:01:06	     2	     0
                     1012402886276415488	                     1012408160131444737	                               861758574	 2018-06-28 18:51:29	     2	     0
                     1012402886276415488	                     1012406931464642568	                                99771661	 2018-06-28 18:46:36	     2	     0
                     1012257205528252416	                     1012272453488463872	                               238334099	 2018-06-28 09:52:14	     1	     0
                     1012233742264471552	                     1012272426661695488	                               238334099	 2018-06-28 09:52:08	     1	     0
                     1012051445955354626	                     1012284946512338945	                              2784338242	 2018-06-28 10:41:53	     2	     0
                     1012051445955354626	                     1012069906483957760	                               156923900	 2018-06-27 20:27:23	     2	     0
                     1011529015864315904	                     1011545471058415616	                               250148888	 2018-06-26 09:43:28	     3	     0
                     1011529015864315904	                     1011530159667732480	                               388499227	 2018-06-26 08:42:38	     3	     0
                     1011529015864315904	                     1011529028560289792	                     1000819304600760321	 2018-06-26 08:38:08	     3	     0
                     1011287894844170241	                     1011525095620300800	                                21994489	 2018-06-26 08:22:30	     6	     0
                     1011287894844170241	                     1011493922617651201	                                22945574	 2018-06-26 06:18:38	     6	     0
                     1011287894844170241	                     1011326245064380417	                               238334099	 2018-06-25 19:12:21	     6	     0
                     1011287894844170241	                     1011306441142128640	                               388499227	 2018-06-25 17:53:39	     6	     0
                     1011287894844170241	                     1011293787988090883	                               140872617	 2018-06-25 17:03:22	     6	     0
                     1011287894844170241	                     1011292884216238080	                              2766468809	 2018-06-25 16:59:47	     6	     0
                     1010163689142579201	                     1010179608254218240	                                21216063	 2018-06-22 15:16:01	     1	     0
                     1010131760187834368	                     1010289156101169152	                               156923900	 2018-06-22 22:31:19	     5	     0
                     1010131760187834368	                     1010275338268610560	                               216056584	 2018-06-22 21:36:25	     5	     0
                     1010131760187834368	                     1010269262462832640	                               138043114	 2018-06-22 21:12:16	     5	     0
                     1010131760187834368	                     1010256151051685889	                               238334099	 2018-06-22 20:20:10	     5	     0
                     1010131760187834368	                     1010181547323023360	                               142652865	 2018-06-22 15:23:43	     5	     0
                     1009910785999503366	                     1010074482013241347	                               142652865	 2018-06-22 08:18:17	     1	     0
                     1009909885616709633	                     1010033312734334977	                              3803349454	 2018-06-22 05:34:41	     1	     0
                     1009519063243132930	                     1009862405344649220	                                20680140	 2018-06-21 18:15:34	     2	     0
                     1009519063243132930	                     1009687679594835968	                      973967654548574208	 2018-06-21 06:41:16	     2	     0
                     1007559690908250113	                     1007566751343751168	                               388499227	 2018-06-15 10:13:27	     1	     0
                     1007358770249437185	                     1007377722270797825	                               130490305	 2018-06-14 21:42:19	     2	     0
                     1007358770249437185	                     1007359534707494912	                      865157154772320256	 2018-06-14 20:30:03	     2	     0
                     1007327643077939200	                     1007374578262388738	                               130490305	 2018-06-14 21:29:50	     3	     0
                     1007327643077939200	                     1007329835448983553	                               250148888	 2018-06-14 18:32:02	     3	     0
                     1007327643077939200	                     1007329257515835392	                      865157154772320256	 2018-06-14 18:29:44	     3	     0
                     1007221049094746112	                     1007233647328538626	                              2770295281	 2018-06-14 12:09:49	     1	     0
                     1006881067368964096	                     1006910546329899009	                                44204172	 2018-06-13 14:45:56	     4	     0
                     1006881067368964096	                     1006901652891172864	                               238334099	 2018-06-13 14:10:36	     4	     0
                     1006881067368964096	                     1006883316291833856	                               388499227	 2018-06-13 12:57:44	     4	     0
                     1006881067368964096	                     1006881139917754368	                      865157154772320256	 2018-06-13 12:49:05	     4	     0
                     1006853255966715904	                     1006989355875995650	                                68124372	 2018-06-13 19:59:06	     5	     0
                     1006853255966715904	                     1006948501551484928	                      973967654548574208	 2018-06-13 17:16:45	     5	     0
                     1006853255966715904	                     1006880425145454592	                               238334099	 2018-06-13 12:46:14	     5	     0
                     1006853255966715904	                     1006878596789612544	                                21474221	 2018-06-13 12:38:59	     5	     0
                     1006853255966715904	                     1006878065195126784	                               602173105	 2018-06-13 12:36:52	     5	     0
                     1006130293986807809	                     1006267098119704581	                               238334099	 2018-06-11 20:09:06	     3	     0
                     1006130293986807809	                     1006141150443524097	                                99771661	 2018-06-11 11:48:38	     3	     0
                     1006095397465542656	                     1006304759639396352	                               140872617	 2018-06-11 22:38:45	     6	     0
                     1006095397465542656	                     1006267921730080768	                               388499227	 2018-06-11 20:12:22	     6	     0
                     1006095397465542656	                     1006240845366988800	                               238334099	 2018-06-11 18:24:47	     6	     0
                     1006095397465542656	                     1006117516819787776	                              2396113268	 2018-06-11 10:14:43	     6	     0
                     1006095397465542656	                     1006107326183591937	                               113434431	 2018-06-11 09:34:13	     6	     0
                     1006095397465542656	                     1006100900438474753	                                15454228	 2018-06-11 09:08:41	     6	     0
                     1005129007975759878	                     1006194792865370112	                               490405856	 2018-06-11 15:21:47	     4	     0
                     1005129007975759878	                     1006172227275051008	                      733219679628627969	 2018-06-11 13:52:07	     4	     0
                     1005129007975759878	                     1005459090112434176	                               388499227	 2018-06-09 14:38:22	     4	     0
                     1005129007975759878	                     1005417914277744640	                               238334099	 2018-06-09 11:54:45	     4	     0
                     1004740025207181313	                     1004780334544809989	                                24355253	 2018-06-07 17:41:14	     1	     0
                     1002484422367641600	                     1002549219830435840	                               238334099	 2018-06-01 13:55:35	     3	     0
                     1002484422367641600	                     1002486356306747392	                               336342110	 2018-06-01 09:45:47	     3	     0
                     1002484422367641600	                     1002485095289311233	                               388499227	 2018-06-01 09:40:46	     3	     0
                     1001496224061706241	                     1001972373753663488	                                19235032	 2018-05-30 23:43:24	     7	     0
                     1001496224061706241	                     1001780315361300480	                               143357324	 2018-05-30 11:00:14	     7	     0
                     1001496224061706241	                     1001756834754105345	                              3404213524	 2018-05-30 09:26:55	     7	     0
                     1001496224061706241	                     1001750833254551553	                               104771227	 2018-05-30 09:03:04	     7	     0
                     1001496224061706241	                     1001559513231708161	                               279657759	 2018-05-29 20:22:50	     7	     0
                     1001496224061706241	                     1001550921632018432	                               238334099	 2018-05-29 19:48:42	     7	     0
                      999741160062160896	                     1002096023882420224	                                34956810	 2018-05-31 07:54:44	    20	     0
                      999741160062160896	                     1002084528800792577	                                47470135	 2018-05-31 07:09:04	    20	     0
                      999741160062160896	                     1002077378322096128	                                20063914	 2018-05-31 06:40:39	    20	     0
                      999741160062160896	                     1001836233750974464	                               473998928	 2018-05-30 14:42:26	    20	     0
                      999741160062160896	                     1001815670307291136	                                20110606	 2018-05-30 13:20:43	    20	     0
                      999741160062160896	                     1001802287071793152	                               602173105	 2018-05-30 12:27:32	    20	     0
                      999741160062160896	                     1000832585273102337	                               138043114	 2018-05-27 20:14:17	    20	     0
                      999741160062160896	                     1000312221094891520	                                14477306	 2018-05-26 09:46:33	    20	     0
                      999741160062160896	                     1000310634733625344	                                68124372	 2018-05-26 09:40:14	    20	     0
                      999741160062160896	                     1000274352967954432	                                13308442	 2018-05-26 07:16:04	    20	     0
